DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221315717,8/8/2022 0:00,8/8/2022 0:00,2300,13,Newton,1361,2,624,BATTERY - SIMPLE ASSAULT,0913 2024 0446 0416 0603 0361 0432 0400,29,M,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 W  45TH                         ST,,34.0029,-118.2762
221304721,1/17/2022 0:00,1/16/2022 0:00,2244,13,Newton,1347,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4100    LONG BEACH                   AV,,34.0081,-118.243
232110008,6/5/2023 0:00,11/17/2022 0:00,945,21,Topanga,2155,2,354,THEFT OF IDENTITY,0928 0930,54,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,22200    VICTORY                      BL,,34.1865,-118.6103
220211331,6/4/2022 0:00,6/4/2022 0:00,500,2,Rampart,217,1,820,ORAL COPULATION,1206 1822 1817 1310 2034 0512,32,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,820,,,,PALO ALTO,HOLLYWOOD                    FY,34.0727,-118.2637
221916443,11/3/2022 0:00,11/3/2022 0:00,700,19,Mission,1991,2,354,THEFT OF IDENTITY,922,23,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8100    LANGDON                      AV,,34.2176,-118.4688
221713128,9/3/2022 0:00,9/2/2022 0:00,1800,17,Devonshire,1745,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,10400    LINDLEY                      AV,,34.259,-118.5273
221110021,6/5/2022 0:00,6/4/2022 0:00,2245,11,Northeast,1132,2,624,BATTERY - SIMPLE ASSAULT,2002 0416,56,M,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3200    RIVERSIDE                    DR,,34.1143,-118.2695
221309325,4/9/2022 0:00,4/8/2022 0:00,1902,13,Newton,1361,1,210,ROBBERY,1822 0305 0446 0344 0429 0416 0336,45,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,47TH                         PL,MAIN                         ST,34.0001,-118.274
222007447,3/8/2022 0:00,3/3/2022 0:00,230,20,Olympic,2031,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0321 0344 0377 0386 1822 2032,34,M,H,101,STREET,,,IC,Invest Cont,331,,,,4000 W  7TH                          ST,,34.0599,-118.3143
220210746,5/9/2022 0:00,5/2/2022 0:00,102,2,Rampart,236,2,354,THEFT OF IDENTITY,1822 0100 0922 0929,34,M,H,602,BANK,,,IC,Invest Cont,354,,,,100 S  BONNIE BRAE                  ST,,34.0656,-118.2679
222112232,7/25/2022 0:00,7/25/2022 0:00,1600,21,Topanga,2197,2,888,TRESPASSING,,68,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,20200    RUSTON                       RD,,34.1516,-118.5744
220613392,7/19/2022 0:00,7/19/2022 0:00,145,6,Hollywood,636,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0429 1822 0400 0444 0344,36,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,624,,,CAHUENGA,HOLLYWOOD                    BL,34.1016,-118.3297
221704798,1/18/2022 0:00,1/18/2022 0:00,1000,17,Devonshire,1797,1,310,BURGLARY,1202 0352 1300 0216 0344 1609,67,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,16200    NAPA                         ST,,34.2266,-118.4852
220219831,11/6/2022 0:00,11/6/2022 0:00,2140,2,Rampart,233,2,624,BATTERY - SIMPLE ASSAULT,1822 0342 0416,34,M,B,202,LIQUOR STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2700    BEVERLY                      BL,,34.0699,-118.2777
221315703,8/8/2022 0:00,8/1/2022 0:00,1150,13,Newton,1353,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2014 0344,35,F,O,213,WAREHOUSE,,,IC,Invest Cont,341,,,,4200    MCKINLEY                     AV,,34.0033,-118.2609
221323131,1/1/2023 0:00,10/3/2022 0:00,1,13,Newton,1321,2,354,THEFT OF IDENTITY,100,23,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 E  25TH                         ST,,34.0258,-118.2681
221716376,11/18/2022 0:00,11/17/2022 0:00,900,17,Devonshire,1739,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,28,M,H,101,STREET,,,IC,Invest Cont,331,,,,10700    SWINTON                      AV,,34.2647,-118.4859
221818610,10/6/2022 0:00,10/4/2022 0:00,2000,18,Southeast,1829,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,2000 E  CENTURY                      BL,,33.9457,-118.2368
220411053,7/19/2022 0:00,7/19/2022 0:00,300,4,Hollenbeck,457,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0446 1300 1309 0552 1259,17,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,,,,2400    MALABAR                      ST,,34.0504,-118.2055
221610856,7/27/2022 0:00,7/27/2022 0:00,1840,16,Foothill,1684,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1402,26,F,H,108,PARKING LOT,,,IC,Invest Cont,440,998,,,8000    WEBB                         AV,,34.2162,-118.3882
220409964,6/17/2022 0:00,6/17/2022 0:00,1948,4,Hollenbeck,455,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,956,,,,300 N  BREED                        ST,,34.0473,-118.2089
222010779,6/5/2022 0:00,6/5/2022 0:00,530,20,Olympic,2029,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 0411,52,M,O,108,PARKING LOT,207,OTHER KNIFE,IC,Invest Cont,230,,,,3400 W  3RD                          ST,,34.0691,-118.2893
220707850,4/11/2022 0:00,3/3/2022 0:00,954,7,Wilshire,776,2,354,THEFT OF IDENTITY,0929 0930 1822 0100,23,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700    VINEYARD                     AV,,34.044,-118.3382
220711325,7/6/2022 0:00,6/8/2022 0:00,1205,7,Wilshire,729,2,354,THEFT OF IDENTITY,922,39,M,B,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,200 N  LARCHMONT                    BL,,34.075,-118.3236
222107331,3/27/2022 0:00,3/27/2022 0:00,300,21,Topanga,2157,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400,27,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,21000    KITTRIDGE                    ST,,34.1911,-118.5906
222007970,4/1/2022 0:00,3/21/2022 0:00,900,20,Olympic,2014,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 1814 0329 0344 2000,37,M,A,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,341,,,,4200 W  1ST                          ST,,34.0737,-118.3029
221820644,11/15/2022 0:00,11/15/2022 0:00,630,18,Southeast,1891,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,29,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,16500 S  DENVER                       AV,,33.8818,-118.2837
220715740,10/25/2022 0:00,10/24/2022 0:00,2330,7,Wilshire,745,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,37,M,W,101,STREET,,,IC,Invest Cont,331,,,,1000 S  RIDGELEY                     DR,,34.0574,-118.3525
221808323,3/29/2022 0:00,3/29/2022 0:00,740,18,Southeast,1822,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1822 0344 0329 0385,43,M,B,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,331,,,,400 W  98TH                         ST,,33.9472,-118.2802
220217153,9/21/2022 0:00,9/20/2022 0:00,1000,2,Rampart,261,1,310,BURGLARY,0314 0344 0321,38,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,998,,,700 S  CARONDELET                   ST,,34.0584,-118.2811
221715498,7/29/2022 0:00,7/28/2022 0:00,1200,17,Devonshire,1752,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,28,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,10200    VARIEL                       AV,,34.2554,-118.593
220612511,6/29/2022 0:00,6/29/2022 0:00,1440,6,Hollywood,645,2,901,VIOLATION OF RESTRAINING ORDER,2038 1817 1501 2004,28,F,W,101,STREET,,,IC,Invest Cont,901,,,,HOLLYWOOD,ORANGE,34.1015,-118.3415
220104632,1/12/2022 0:00,1/11/2022 0:00,2013,1,Central,145,2,900,VIOLATION OF COURT ORDER,0913 0917 1266 2038,51,M,B,503,HOTEL,,,AO,Adult Other,900,,,,100 E  5TH                          ST,,34.0471,-118.2474
221110824,6/26/2022 0:00,6/25/2022 0:00,1520,11,Northeast,1144,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 2004 0910,38,F,H,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,GLENDALE                     BL,ROWENA                       ST,34.1072,-118.2634
221212106,5/19/2022 0:00,5/19/2022 0:00,1945,12,77th Street,1204,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,47TH                         ST,NORMANDIE                    AV,34.0006,-118.3002
221011324,7/7/2022 0:00,7/7/2022 0:00,300,10,West Valley,1075,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4900    DOBKIN                       AV,,34.1599,-118.5308
220716300,11/7/2022 0:00,11/7/2022 0:00,100,7,Wilshire,702,1,330,BURGLARY FROM VEHICLE,1202 1300 0344,63,M,W,101,STREET,,,IC,Invest Cont,330,,,,500 N  GENESEE                      AV,,34.0802,-118.3584
231114327,10/9/2023 0:00,1/1/2022 0:00,1000,11,Northeast,1189,2,354,THEFT OF IDENTITY,1822 0100 0917,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,FIGUEROA                     ST,AVENUE 26,34.0842,-118.222
220213410,7/16/2022 0:00,7/16/2022 0:00,2130,2,Rampart,269,1,330,BURGLARY FROM VEHICLE,0344 1300 2004,39,M,B,103,ALLEY,,,AO,Adult Other,330,,,,1500    CAMBRIA                      ST,,34.0523,-118.2699
221305015,1/23/2022 0:00,1/23/2022 0:00,120,13,Newton,1309,2,624,BATTERY - SIMPLE ASSAULT,1206 0401 0913 0432,22,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1300    WILSON                       ST,,34.0257,-118.2349
221608918,5/29/2022 0:00,5/5/2022 0:00,1,16,Foothill,1684,2,354,THEFT OF IDENTITY,377,47,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7700    LANKERSHIM                   BL,,34.2166,-118.3919
220809094,5/4/2022 0:00,4/20/2022 0:00,1400,8,West LA,804,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923 1822,49,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,13000    SKY VALLEY                   RD,,34.1267,-118.508
221105313,2/5/2022 0:00,2/4/2022 0:00,1330,11,Northeast,1136,2,354,THEFT OF IDENTITY,1822,46,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,2900    VALLE VISTA                  DR,,34.1229,-118.2272
221319119,10/10/2022 0:00,10/10/2022 0:00,300,13,Newton,1371,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,56,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,5200 S  BROADWAY,,33.9924,-118.2772
221209572,4/8/2022 0:00,4/7/2022 0:00,2200,12,77th Street,1265,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200 W  82ND                         ST,,33.9644,-118.2959
221117331,12/11/2022 0:00,12/11/2022 0:00,2200,11,Northeast,1189,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 0913 1202,65,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3500    MARMION                      WY,,34.0871,-118.2141
220320436,11/18/2022 0:00,11/18/2022 0:00,1300,3,Southwest,378,2,624,BATTERY - SIMPLE ASSAULT,0446 0202 0910 1266 1822 0416 2051 2049,26,M,B,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,MARTIN LUTHER KING JR        BL,VERMONT,34.0109,-118.2915
222004092,1/4/2022 0:00,1/3/2022 0:00,2300,20,Olympic,2002,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 N  ST ANDREWS                   PL,,34.0762,-118.3114
221419183,11/20/2022 0:00,11/18/2022 0:00,2100,14,Pacific,1455,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0355 0358 0385 1300 1822,28,M,W,101,STREET,,,IC,Invest Cont,331,,,,12600    BRADDOCK                     DR,,33.9868,-118.4233
220308706,4/5/2022 0:00,3/31/2022 0:00,2100,3,Southwest,393,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1259 0408 0416 0913 0553 0602,17,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,4100    LEIMERT                      BL,,34.0098,-118.3242
220204520,1/13/2022 0:00,1/13/2022 0:00,1150,2,Rampart,257,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1309 0329,29,M,H,122,"VEHICLE, PASSENGER/TRUCK",102,HAND GUN,IC,Invest Cont,745,,,,UNION                        AV,4TH                          ST,34.0592,-118.2675
221507346,3/22/2022 0:00,3/13/2022 0:00,2130,15,N Hollywood,1548,1,330,BURGLARY FROM VEHICLE,1300 0344,27,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,500    BLAKESLEE                    AV,,34.1676,-118.3725
220609108,4/16/2022 0:00,4/15/2022 0:00,2000,6,Hollywood,649,1,330,BURGLARY FROM VEHICLE,0344 1822 1501 1300 1307 0329 1609,30,M,W,101,STREET,,,IC,Invest Cont,330,,,,1500 N  SERRANO                      AV,,34.0981,-118.3071
241907393,4/2/2024 0:00,8/6/2022 0:00,800,19,Mission,1905,2,354,THEFT OF IDENTITY,930,27,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13600    FENTON                       AV,,34.3155,-118.4343
220913437,9/4/2022 0:00,8/22/2022 0:00,1730,9,Van Nuys,963,2,354,THEFT OF IDENTITY,0930 1822,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5000    LEMONA                       AV,,34.1612,-118.4596
222004855,1/22/2022 0:00,1/18/2022 0:00,2230,20,Olympic,2002,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,OAKWOOD                      AV,ST ANDREWS                   PL,34.0772,-118.3113
222014418,8/17/2022 0:00,8/17/2022 0:00,1130,20,Olympic,2011,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,49,M,F,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 S  WESTERN                      AV,,34.0725,-118.3153
220807877,4/6/2022 0:00,4/6/2022 0:00,1120,8,West LA,834,2,624,BATTERY - SIMPLE ASSAULT,0552 0401 0400,31,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,10600    WILSHIRE                     BL,,34.0615,-118.4337
220818146,12/12/2022 0:00,12/9/2022 0:00,1800,8,West LA,835,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1800 S  BENTLEY                      AV,,34.0463,-118.4419
222005449,2/1/2022 0:00,1/25/2022 0:00,10,20,Olympic,2091,2,354,THEFT OF IDENTITY,1822 0922,43,M,W,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,2000    ARLINGTON                    AV,,34.0386,-118.3177
220807382,3/25/2022 0:00,3/25/2022 0:00,1000,8,West LA,884,2,354,THEFT OF IDENTITY,0100 0924 0929 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,2200    WESTWOOD                     BL,,34.0439,-118.4317
220915943,11/9/2022 0:00,2/14/2022 0:00,2000,9,Van Nuys,904,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 2000,40,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,15100    SHERMAN                      WY,,34.2013,-118.4659
220411431,7/30/2022 0:00,7/30/2022 0:00,150,4,Hollenbeck,479,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 2002,30,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3500    WHITTIER                     BL,,34.0267,-118.1985
220414756,10/27/2022 0:00,10/27/2022 0:00,1720,4,Hollenbeck,427,2,946,OTHER MISCELLANEOUS CRIME,2000,39,F,H,104,DRIVEWAY,,,AO,Adult Other,946,,,,4700    BUTTERFLY                    LN,,34.0815,-118.1821
220713619,9/2/2022 0:00,9/1/2022 0:00,1700,7,Wilshire,743,1,210,ROBBERY,1300,21,X,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,210,,,,ORANGE GROVE,PICO,34.0592,-118.3575
220505594,2/10/2022 0:00,2/3/2022 0:00,1800,5,Harbor,557,1,310,BURGLARY,0344 0358 1606,37,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 W  2ND                          ST,,33.7424,-118.2923
220207416,2/16/2022 0:00,1/13/2022 0:00,49,2,Rampart,246,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 1817,41,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,300 S  WESTLAKE                     AV,,34.0625,-118.2715
220805982,2/18/2022 0:00,2/18/2022 0:00,1835,8,West LA,892,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,EXPOSITION                   BL,GATEWAY                      BL,34.0321,-118.4399
220507270,3/28/2022 0:00,3/26/2022 0:00,1630,5,Harbor,584,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,3700 S  MEYLER                       ST,,33.7125,-118.3009
220304838,1/20/2022 0:00,1/20/2022 0:00,2315,3,Southwest,363,1,210,ROBBERY,2024 0906 1822 0344 0342 0302 0330 0334 0916 0432,49,F,A,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,,,,MARLTON                      AV,LOCKLAND                     DR,34.01,-118.3411
221012888,8/16/2022 0:00,8/16/2022 0:00,1400,10,West Valley,1039,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0408 2000 0416 0417 0913 1814,22,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,15900    VICTORY                      BL,,34.1903,-118.48
220215485,8/29/2022 0:00,8/29/2022 0:00,2230,2,Rampart,237,2,624,BATTERY - SIMPLE ASSAULT,0913 1810 0416 0400,32,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1200 W  3RD                          ST,,34.0569,-118.2583
221320333,11/3/2022 0:00,11/2/2022 0:00,940,13,Newton,1331,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,100 W  30TH                         ST,,34.0218,-118.2706
221717555,9/7/2022 0:00,9/1/2022 0:00,614,17,Devonshire,1749,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,48,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,16100    CHATSWORTH                   ST,,34.2646,-118.4826
220809926,5/24/2022 0:00,5/24/2022 0:00,1420,8,West LA,849,2,901,VIOLATION OF RESTRAINING ORDER,2038 0561 1202,82,F,O,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,AO,Adult Other,901,,,,1000 S  WOOSTER                      ST,,34.0594,-118.3824
222012845,8/1/2022 0:00,7/25/2022 0:00,1200,20,Olympic,2011,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,200 S  NORTON                       AV,,34.0711,-118.3171
221218430,8/26/2022 0:00,8/26/2022 0:00,1700,12,77th Street,1248,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0913 2000 0605 0416 0329 1307 1309,26,M,B,108,PARKING LOT,307,VEHICLE,AO,Adult Other,236,,,,62ND                         PL,VERMONT,33.9828,-118.2915
221108839,5/7/2022 0:00,5/4/2022 0:00,600,11,Northeast,1173,1,330,BURGLARY FROM VEHICLE,0344 0321,22,F,W,101,STREET,,,IC,Invest Cont,330,,,,2200    GLENDALE                     BL,,34.0916,-118.2539
221209075,4/2/2022 0:00,4/2/2022 0:00,1530,12,77th Street,1267,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HOOVER                       ST,MANCHESTER                   AV,33.9601,-118.2871
221216589,7/28/2022 0:00,7/26/2022 0:00,2215,12,77th Street,1283,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9200 S  HARVARD                      BL,,33.9527,-118.3069
222105218,2/2/2022 0:00,1/27/2022 0:00,631,21,Topanga,2187,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,30,F,W,108,PARKING LOT,,,IC,Invest Cont,740,,,,21800    VENTURA                      BL,,34.1684,-118.6021
221711357,7/16/2022 0:00,7/16/2022 0:00,1,17,Devonshire,1749,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1609 0329,0,X,X,202,LIQUOR STORE,,,IC,Invest Cont,740,,,,16200    DEVONSHIRE                   ST,,34.261,-118.4807
220320262,11/14/2022 0:00,11/14/2022 0:00,2115,3,Southwest,316,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1821 1241 1309,48,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,1900 W  22ND                         ST,,34.0364,-118.3034
222012876,8/2/2022 0:00,7/22/2022 0:00,1130,20,Olympic,2083,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1300 1822,20,F,B,108,PARKING LOT,,,IC,Invest Cont,440,,,,1800 S  WESTERN                      AV,,34.0414,-118.309
221712915,8/31/2022 0:00,8/31/2022 0:00,330,17,Devonshire,1794,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0913 0411,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",215,MACHETE,AA,Adult Arrest,236,,,,18100    ROSCOE                       BL,,34.2251,-118.5372
221115530,10/25/2022 0:00,10/24/2022 0:00,1635,11,Northeast,1152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,28,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1500    TALMADGE                     ST,,34.0982,-118.283
220116864,7/26/2022 0:00,7/25/2022 0:00,1750,1,Central,192,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1607,45,M,W,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,440,,,,1500 S  OLIVE                        ST,,34.0359,-118.2648
220808640,4/23/2022 0:00,4/14/2022 0:00,100,8,West LA,842,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,31,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,11800    ROCHESTER                    AV,,34.0444,-118.461
220219918,11/8/2022 0:00,11/4/2022 0:00,1700,2,Rampart,266,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 S  UNION                        AV,,34.0531,-118.2738
221420956,12/16/2022 0:00,12/15/2022 0:00,700,14,Pacific,1443,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,46,M,W,101,STREET,,,IC,Invest Cont,331,,,,600    VICTORIA                     AV,,33.9892,-118.4588
220111593,5/3/2022 0:00,4/28/2022 0:00,10,1,Central,111,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1602 0397 1822 0344,30,F,C,108,PARKING LOT,,,IC,Invest Cont,331,,,,500 N  FIGUEROA                     ST,,34.0615,-118.247
221609707,6/22/2022 0:00,6/21/2022 0:00,2330,16,Foothill,1654,1,320,"BURGLARY, ATTEMPTED",1501 1402,29,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,998,,,12500    OSBORNE                      ST,,34.257,-118.4057
221313178,6/19/2022 0:00,6/19/2022 0:00,944,13,Newton,1321,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0603 0344,28,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,2200 S  FIGUEROA                     ST,,34.0313,-118.274
220905329,2/5/2022 0:00,1/27/2022 0:00,500,9,Van Nuys,932,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,15100    FRIAR                        ST,,34.1857,-118.4618
